name,description
Seek Cool,"



		Product details
		



THE HAIR LAB by Mark Hill STRENGTHENING GROWTH SHAMPOO 300mlHAIR TYPE: FOR FINE, THINNING OR DELICATE HAIRHAIR NEED: STRENGTHENING FOR THICKNESS AND GROWTHIT'S ALL ABOUT THE INGREDIENTS: 100% Natural Essential Oils  Organic Moroccan Argan Oil                               Lemon Oil Palmarosa   ProVitamin B5Natural Caffeine   Biotin                                               Cruelty Free Vegan FriendlyNo SulphatesNo SiliconesNo Mineral Oils No Synthetic Colours No Artificial Fragrances No DEA’s No TEA’sSKIN CARE AND SALON SCIENCE COMBINED.FORMULATED BY MARK HILL AND HIS LABORATORY TEAM.Enriched with concentrated levels of pure active ingredients, plant extracts and certified organic essential oils to create an aromatic salon experience at home. Gentle foaming shampoo stimulates and promotes growth whilst strengthening and building in body.  Ideal for fine or thinning hair.  Never overloads.   As used in the Mark Hill Salon.CONSIDER OUR PLANET, YOU CAN RECYCLE ME100% PCR Bottle (Post Consumer Recycled)100% Carbon Free Pigment




How to use
For best results always shampoo twice.


Hazards and Cautions
Avoid contact with eyes. If product gets into the eyes rinse well with water immediately.



Ingredients
Aqua (Water), Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Betaine, PEG-60 Hydrogenated Castor Oil, Sodium Chloride, Coco-Glucoside, Acrylates/Palmeth-25 Acrylate Copolymer, Decyl Glucoside, PEG-200 Hydrogenated Glyceryl Palmate, Glycol Distearate, Panthenol, Glycerin, Sodium Benzoate, Glyceryl Laurate, Citrus Limon (Lemon) Peel Oil, PEG-7 Glyceryl Cocoate, Citric Acid, Polyquaternium-7, Guar Hydroxypropyltrimonium Chloride, Argania Spinosa Kernel Oil, Caffeine, Polyquaternium-10, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Cocos Nucifera (Coconut) Oil, Citrus Nobilis (Mandarin Orange) Oil, Anisaldehyde, Citrus Aurantium Dulcis (Orange) Peel Oil, Cymbopogon Martini Oil, Gamma-Decalactone, Litsea Cubeba Fruit Oil, Maris Sal (Sea Salt), Pogostemon Cablin Oil, Vanillin, Biotin, Propylene Glycol, Citral, Limonene, Linalool.




...read more
...read less

"
Seek Extra Hold,"



		Product details
		



Body Building Weightless Shampoo cleanses while packing volume and bounce into fine or limp hair. Our weightless formula controls flyaways and leaves your hair looking and feeling naturally fuller and thicker.Part of the Body Building Range which volumises and lifts fine, flat, flyaway hair.How To Use:Apply to wet hair and lather, gently kneading the scalp for 60 seconds. Rinse well and repeat if necessary. Follow with the appropriate Philip Kingsley Conditioner and Scalp Toner. Hazardous & Cautions:For external useIngredients:Aqua/Water/Eau, Sodium Laureth Sulfate, VP/VA Copolymer, Sodium Lauroyl Sarcosinate, Hydroxyethylcellulose, Lithium Magnesium Sodium Silicate, Parfum (Fragrance), Silicone Quaternium-18, Citric Acid, Trideceth-6, Trideceth-12, Hydrolyzed Keratin, Sodium Hydroxide, Benzyl Alcohol, Dehydroacetic Acid, Phenoxyethanol, Potassium Sorbate, Alpha-lsomethyl Ionone.




"
Seek Firm,"



		Product details
		



Umberto Giannini Banana Butter Nourishing Superfood Conditioner 250mlYou asked, we listened. Introducing Umberto Giannini NEW Banana Butter Nourishing Superfood Conditioner. A 97% natural formula, packed with natural oils and vitamins, designed to nourish, restore shine and improve manageability for dry, frizzy and textured hair with a deliciously fruity fragrance. Banana Extract Rich in potassium and vitamins A, B and C complex to nourish hairPacked with natural oils to deeply moisturise and soften hairImproves manageability and shineCoconut OilRich in antioxidants and vitamin E to nourish hairLocks in moisture and adds shineSoftens and conditions As part of our ongoing commitment to sustainability Banana Butter Conditioner is now packaged in 100% recyclable Sugarcane tubes ♻️What it does: Instantly nourishes, restores hair health and adds shine.Who’s it for: Those with dry, textured or frizzy hair. What it is: A 97% natural creamy, nourishing superfood conditioner, formulated without sulphates, parabens and silicones.




"
Seek Matt,"



		Product details
		



This gentle dry shampoo cleans and volumises hair in just 2 minutes. Formulated with a unique combination of highly absorbent powders and gentle Oat Milk, which is rich in active ingredients that provide moisturising, softening and protective properties. Perfect for all hair types trying to increase time between washes.
92% felt hair was clean in less than 5 minutes*
94% felt hair had more volume**
* Usage test. 67 females, 5 days of use.
** Test of tolerance. 31 subjects under dermatological control 
• Ultra gentle dry shampoo, cleans and volumises
 • Vegan
• Dermatologically tested
• Saves water* dry formula, cleans without water. 
• Protects water: Klorane Botanical Foundation is committed to protect water and fight against soil drought.
• Made in France
Oat, a perennial plant, traditionally used for its softening and protecting properties. We have chosen to grow a spring species called Avena Sativa L., for its high content in glucids, lipids and vitamins. We harvest it from our own fields according to Organic Agriculture Standards. Only mature Oat seeds are collected, separated and dried. We then extract the milk, rich in active ingredients, to incorporate its moisturising, softening and protective properties into this dry shampoo.
For over 25 years, Klorane has been committed to the Klorane Botanical Foundation, which fosters a passion for botany and is commited to preserving and promoting plant heritage protection by sharing botanical knowledge around the world. The Foundation takes its commitment into the field through 3 essential missions: 

PROTECT plant species under threat
EXPLORE the treasures of the plant world to better understand and protect them
SHARE our botanical knowledge with the largest number of people, particularly children




How to use
1. Shake
2. Spray section by section (15cm)
3. Leave on (2 minutes)
4. Brush thoroughly


Important info
France


Ingredients
BUTANE. PROPANE. ORYZA SATIVA (RICE) STARCH (ORYZASATIVA STARCH). ISOBUTANE. ALCOHOL (ALCOHOL DENAT). ALUMINUM STARCH OCTENYLSUCCINATE. AVENA SATIVA (OAT) KERNEL OIL (AVENA SATIVA KERNEL OIL). CETRIMONIUM CHLORIDE. CYCLODEXTRIN. FRAGRANCE (PARFUM). ISOPROPYL MYRISTATE. SILICA



...read more
...read less

"
Seek Moisturise,"



		Product details
		



Umberto Giannini Banana Butter Nourishing Superfood Shampoo 250mlYou asked, we listened. Introducing Umberto Giannini NEW Banana Butter Nourishing Superfood Shampoo. A 97% natural formula, packed with natural oils and vitamins, designed to nourish, restore shine and improve manageability for dry, frizzy and textured hair with a deliciously fruity fragrance. Banana Extract Rich in potassium and vitamins A, B and C complex to nourish hairPacked with natural oils to deeply moisturise and soften hairImproves manageability and shineCoconut OilRich in antioxidants and vitamin E to nourish hairLocks in moisture and adds shineSoftens and conditions As part of our ongoing commitment to sustainability Banana Butter Shampoo is now packaged in 100% recyclable Sugarcane tubes ♻️What it does: Gently cleanses hair, removes product buildup without stripping natural oils. Locks in moisture, improves shine.Who’s it for: Those with dry, textured or frizzy hair. What it is: A 97% natural nourishing superfood shampoo, formulated without sulphates, parabens and silicones.




"
Seek Moisturising,"



		Product details
		



Pantene Pro-V Classic Clean shampoo gently cleanses, while fueling hair with active Pro-V nutrients to strengthen it, leaving it beautifully healthy looking.
 
 

Shampoo for all hair types
Fuels hair’s strength with active Pro-V nutrients shampoo
Gently cleanses, while fueling hair with active Pro-V Nutrients
Leaves your hair beautifully, healthy looking and free-flowing
0% silicones, 0% mineral oils, 0% colourants
Tested by the Swiss Vitamin Institute
100% recyclable bottle, made with 25% recycled plastic (excluding the cap)
Provides balanced nourishment for normal to mixed hair. Brings out healthy-looking shine





How to use
Massage into wet hair to create lather. Rinse. For best results, use with Classic Clean conditioner and treatments.



Important info
Country of origin: France



Ingredients
Aqua, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Sodium Citrate, Sodium Xylenesulfonate, Sodium Lauryl Sulfate, Glycol Distearate, Sodium Chloride, Parfum, Sodium Benzoate, Stearyl Alcohol, Citric Acid, Sodium Salicylate, Cetyl Alcohol, Sodium Hydroxide, Guar Hydroxypropyltrimonium Chloride, Tetrasodium EDTA, Panthenol, Panthenyl Ethyl Ether, Hexyl Cinnamal, Histidine




...read more
...read less

"
Seek Mould,"



		Product details
		



Charles Worthington Everyday Gentle Micellar Shampoo 250mlA gentle cleanser for your hair that's so mild, you can use it everyday.This sulphate free micellar shampoo enriched with aloe vera effectively removes impurities without stripping or weighing hair down. Hair colour is protected and looks vibrant for longer.




How to use
Massage gently into wet hair, lather and rinse thoroughly.



Hazards and Cautions
Avoid contact with eyes. If contact occurs, rinse well with warm, clean water.



Ingredients
Aqua (Water), Sodium Cocoyl Isethionate, Cocamidopropyl
Betaine, Disodium Laureth Sulfosuccinate, Caprylyl/Capryl Glucoside,
Glycerin, Sodium Chloride, Phenoxyethanol, Parfum (Fragrance), Sodium
Benzoate, PEG-120 Methyl Glucose Dioleate, Polyquaternium-10, Citric
Acid, Disodium EDTA, PEG-40 Hydrogenated Castor Oil, Pentylene Glycol,
Hydrolyzed Lupine Seed Extract, Hydrolyzed Vegetable Protein PG-Propyl
Silanetriol, Propylene Glycol, Aloe Barbadensis Leaf Juice, Butylene Glycol,
1,2-Hexanediol, Caprylyl Glycol, Benzoic Acid, Potassium Sorbate, EDTA,
Litchi Chinensis Pericarp Extract.



...read more
...read less

"
Seek Nourish,"



		Product details
		



THE HAIR LAB by Mark Hill HYDRATING SHAMPOO 300mlHAIR TYPE: FOR DRY, BRITTLE OR DAMAGED HAIRHAIR NEED: HYDRATION FOR REPAIR AND MOISTUREIT'S ALL ABOUT THE INGREDIENTS: 100% Natural Essential Oils  Organic Moroccan Argan Oil Ylang Ylang                                   Palmarosa    Phyto-keratin              ProVitamin B5    Cruelty Free Vegan FriendlyNo SulphatesNo SilconesNo Mineral Oils No Synthetic Colours No Artificial Fragrances No DEA’s No TEA’sSKIN CARE AND SALON SCIENCE COMBINED.FORMULATED BY MARK HILL AND HIS LABORATORY TEAM.Enriched with concentrated levels of pure active ingredients, plant extracts and certified organic essential oils to create an aromatic salon experience at home. Gentle foaming shampoo rehydrates, nourishes and restores natural moisture and protein levels. Adds strength and shine. As used in the Mark Hill Salon.CONSIDER OUR PLANET, YOU CAN RECYCLE ME100% PCR Bottle (Post Consumer Recycled)100% Carbon Free Pigment




How to use
For best results always shampoo twice.


Hazards and Cautions
Avoid contact with eyes. If product gets into the eyes rinse well with water immediately.



Ingredients
Aqua (Water), Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Betaine, PEG-40 Hydrogenated Castor Oil, Acrylates/Palmeth-25 Acrylate Copolymer, Coco-Glucoside, Sodium Chloride, Decyl Glucoside, Palmitamidopropyltrimonium Chloride, Glycol Distearate, Glycerin, Polyquaternium-10, Sodium Benzoate, Propylene Glycol, Guar Hydroxypropyltrimonium Chloride, Panthenol, Citric Acid, Polyquaternium-7, Cananga Odorata Flower Oil, Citrus Aurantium Dulcis (Orange) Fruit Extract, Vanillin, Argania Spinosa Kernel Oil, Amyris Balsamifera Bark Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Juniperus Mexicana Oil, Mentha Viridis (Spearmint) Leaf Oil, Salvia Sclarea (Clary) Oil, Ricinus Communis (Castor) Seed Oil, Hydrolyzed Corn Protein, Hydrolyzed Soy Protein, Hydrolyzed Wheat Protein, Phenoxyethanol, Benzoic Acid, Dehydroacetic Acid, Cymbopogon Martini Oil, Geranyl Acetate, Anisaldehyde, Citrus Aurantium Dulcis (Orange) Peel Oil, Maltol, Eugenia Caryophyllus (Clove Flower) Oil, Pogostemon Cablin Oil, Artemisia Pallens Flower Oil, Dimethylhydroxy Furanone, Betula Alba Oil, Geraniol, Limonene, Linalool.




...read more
...read less

"
Seek Pomegranate & Lime,"



		Product details
		



At Viviscal, we understand the science of healthy hair growth from inside out. 
Viviscal Strengthening Conditioner, formulated with hair building blocks Biotin and Keratin, and fortified with Marine Collagen and Seaweed extract, delivers nourishing hydration without weighing hair down. This moisturizing formula conditions and strengthens leading to fuller, thicker, healthier-looking hair.
This hair growth conditioner is Paraben-free, SLS-free, and SLES-free.
To get the best results, use alongside Viviscal healthy hair supplements for nourishment from within.




Suitable for
Suitable for all hair types. Recommended for fine, thinning or damaged hair. 



How to use
Apply to wet hair after Viviscal Thickening Shampoo or Scalp Scrub distributing evenly throughout mid-lengths and ends. Leave on for 2-3 minutes then rinse. Follow with Viviscal Hair Thickening Serum. Suitable for every wash.



Hazards and Cautions
Avoid contact with eyes. In case of contact with eyes, rinse immediately with plenty of water and if irritation persists seek medical advice. Keep out of reach of children.



Ingredients
AQUA (WATER), CETEARYL ALCOHOL, C15-19 ALKANE, STEARAMIDOPROPYL
DIMETHYLAMINE, CITRIC ACID, DISTEAROYLETHYL HYDROXYETHYLMONIUM METHOSULFATE, PARFUM
(FRAGRANCE), CETRIMONIUM CHLORIDE, SODIUM BENZOATE, POLYQUATERNIUM-6, POLYQUATERNIUM-10,
SOLUBLE COLLAGEN, HYDROLYZED KERATIN, GLYCERIN, TRISODIUM ETHYLENEDIAMINE DISUCCINATE,
CHONDRUS CRISPUS (CARRAGEENAN) EXTRACT, FUCUS VESICULOSUS EXTRACT, LAMINARIA DIGITATA
EXTRACT, MARIS SAL (SEA SALT), LEUCONOSTOC/RADISH ROOT FERMENT
FILTRATE, BIOTIN, PHENOXYETHANOL, POTASSIUM SORBATE, BENZYL ALCOHOL,
LINALOOL, HEXYL CINNAMAL, LIMONENE, CITRONELLOL.




...read more
...read less

"
Seek Protect,"



		Product details
		



Garnier Ultimate Blends Kids Shampoo for delicate hair.
Our 2in1 Kids Shampoo gently cleanses and detangles. Your children’s hair looks super-soft, shiny & tangle-free! Tested under paediatric & ophthalmologist control. Our hypoallergenic formula doesn’t sting the eyes and will gently remove knots and tangles, caring for the delicate nature of your children’s hair.




Suitable for
Hair



How to use
Experience our ultimate bath time: wet hair, squeeze a burst into your palm. Lather up, rinse clean and enjoy the fun! Not to be used for children under 3 years of age.



Ingredients
1161367 A - INGREDIENTS: AQUA / WATER, SODIUM LAURETH SULFATE, PEG-200 HYDROGENATED GLYCERYL PALMATE, POLYSORBATE 20, GLYCERIN, COCO-BETAINE, PEG-7 GLYCERYL COCOATE, PPG-5-CETETH-20, ALOE BARBADENSIS LEAF JUICE, AVENA SATIVA KERNEL EXTRACT / OAT KERNEL EXTRACT, ORYZA SATIVA STARCH / RICE STARCH, PEG-60 HYDROGENATED CASTOR OIL, COCAMIDE MEA, GLYCOL DISTEARATE, SODIUM CHLORIDE, SODIUM HYDROXIDE, CITRIC ACID, XANTHAN GUM, POLYQUATERNIUM-11, ACRYLATES COPOLYMER, POTASSIUM SORBATE, SODIUM BENZOATE, PARFUM / FRAGRANCE. (F.I.L. C257045/1).




...read more
...read less

"
